Task ID,Priority,Start Time,End Time,Duration,Orbit,Orbit Length,Init Start Time,Init End Time
96,8,66,68,2,48,15,17,86
97,2,90,107,17,44,19,58,116
98,1,43,56,13,6,18,33,70
99,4,58,74,16,45,18,8,89
100,7,43,60,17,25,18,21,81
101,7,41,54,13,22,12,9,73
102,3,74,79,5,37,13,73,87
103,2,21,23,2,19,15,18,23
104,2,77,78,1,35,11,51,106
105,6,96,105,9,1,10,95,106
106,4,70,83,13,10,14,60,83
107,8,92,102,10,38,17,85,114
108,7,56,61,5,39,15,54,62
109,9,77,93,16,4,15,67,105
110,9,105,113,8,12,18,96,115
111,3,65,83,18,38,18,38,105
112,6,102,115,13,7,12,93,116
113,1,51,55,4,19,16,48,60
114,9,76,83,7,6,20,75,84
115,1,79,90,11,27,17,70,105
116,7,36,47,11,25,19,1,61
117,5,90,99,9,5,12,88,99
118,3,72,79,7,46,10,19,88
119,1,28,44,16,39,17,25,47
120,6,63,82,19,30,13,56,117
121,2,38,52,14,38,12,36,58
122,1,60,75,15,46,13,42,87
123,7,25,31,6,35,14,14,34
124,2,74,76,2,38,17,71,79
125,10,21,26,5,18,18,14,28
126,1,55,62,7,16,17,33,118
127,3,48,51,3,34,18,16,87
128,10,44,53,9,17,18,13,60
129,10,90,103,13,6,19,68,112
130,4,38,45,7,13,18,38,50
131,5,60,68,8,21,20,51,79
132,8,44,61,17,37,13,15,95
133,8,4,8,4,4,10,4,10
134,7,65,70,5,17,18,41,114
135,8,97,112,15,3,12,97,117
136,5,48,51,3,7,14,37,117
137,7,82,83,1,44,11,74,84
138,3,84,93,9,48,10,84,93
139,4,48,56,8,26,12,37,81
140,3,64,79,15,15,16,64,79
141,5,57,67,10,44,10,57,67
142,4,26,41,15,37,13,23,58
143,6,69,86,17,43,15,43,114
144,1,70,73,3,43,17,58,82
145,3,66,86,20,4,12,42,103
146,5,81,88,7,12,20,69,117
147,5,55,70,15,41,19,55,70
148,4,58,70,12,48,20,52,72
149,8,38,39,1,49,12,37,39
150,6,87,96,9,15,11,43,114
151,10,98,110,12,34,20,68,112
152,4,30,36,6,47,18,30,41
153,6,32,45,13,43,19,32,45
154,8,50,59,9,18,18,49,59
155,4,64,84,20,22,16,17,107
156,2,80,81,1,49,10,79,92
157,8,84,85,1,41,13,27,101
158,4,91,94,3,47,12,88,96
159,8,53,68,15,6,16,50,91
160,9,91,98,7,14,17,91,104
161,1,97,103,6,36,14,85,108
162,2,111,112,1,47,11,95,117
163,7,65,75,10,24,11,37,90
164,6,23,24,1,5,15,19,49
165,4,50,56,6,34,13,50,68
166,9,43,45,2,11,20,39,45
167,10,75,76,1,26,11,74,76
168,10,101,114,13,23,16,97,116
169,7,87,105,18,17,18,80,108
170,3,27,47,20,27,17,19,52
171,1,25,28,3,18,10,25,28
172,3,77,87,10,27,18,77,88
173,3,18,24,6,33,13,12,39
174,7,85,86,1,13,15,85,89
175,5,39,49,10,6,17,11,56
176,10,41,42,1,18,17,41,42
177,1,71,90,19,7,15,60,91
178,5,54,63,9,46,13,54,76
179,6,87,102,15,27,11,64,114
180,10,108,113,5,19,11,94,120
181,3,60,67,7,41,20,59,69
182,4,63,71,8,31,12,60,85
183,2,52,68,16,40,17,22,99
184,4,85,89,4,32,15,85,97
185,4,27,46,19,22,12,18,47
186,5,78,88,10,38,11,72,114
187,3,33,45,12,22,17,29,51
188,1,10,15,5,31,18,6,17
189,9,37,53,16,26,18,37,114
190,5,60,80,20,13,10,54,81
191,9,51,60,9,33,10,47,105
192,5,45,57,12,4,10,20,89
193,6,43,45,2,14,16,37,45
194,3,23,37,14,1,10,22,45
195,6,57,65,8,31,20,4,105
196,6,99,106,7,49,18,94,106
197,9,21,26,5,49,12,2,85
198,6,51,62,11,21,13,19,98
199,5,104,118,14,11,16,66,119
